category,url,title
Interview,http://www.thehindu.com/opinion/interview/interview-with-ben-rhodes-advisor-to-former-us-president-barack-obama/article21242819.ece,"NGOs must be seen not as a threat, but a partner, says Obama advisor Ben Rhodes"
International,http://www.thehindu.com/news/international/uk-woman-trump-accidentally-tweeted-awaits-apology/article21242867.ece,UK woman Trump accidentally tweeted awaits apology
International,http://www.thehindu.com/news/international/robert-mugabe-fired-as-zimbabwes-ruling-zanu-pf-party-leader/article20555660.ece,Mugabe given time until Monday noon to quit
International,http://www.thehindu.com/news/international/second-round-of-mugabe-exit-talks-as-party-poised-to-oust-him/article20555381.ece,Second round of Mugabe exit talks as party poised to oust him
International,http://www.thehindu.com/news/international/venezuelas-socialists-romp-to-victory-in-mayoral-elections/article21389503.ece,Venezuela’s socialists romp to victory in mayoral elections
Business,http://www.thehindu.com/business/ubers-taxi-u-turn-sets-better-southeast-asia-path/article21389544.ece,Uber's taxi U-turn sets better Southeast Asia path
International,http://www.thehindu.com/news/international/us-s-korea-japan-start-missile-tracking-drill/article21389262.ece,"US, S. Korea, Japan start missile-tracking drill"
International,http://www.thehindu.com/news/international/how-the-humble-potato-helped-bring-peace-in-war-split-europe/article21386121.ece,How the humble potato helped bring peace in war-split Europe
National,http://www.thehindu.com/news/national/congress-suspends-mani-shankar-aiyar-over-neech-jibe-against-pm-modi/article21291785.ece,Congress suspends Mani Shankar Aiyar over ‘neech’ jibe against Modi
International,http://www.thehindu.com/news/international/jerusalem-move-draws-more-flak/article21386141.ece,Jerusalem move draws more flak
National,http://www.thehindu.com/news/national/cji-condemns-conduct-of-some-senior-advocates/article21291830.ece,CJI condemns conduct of some senior advocates
National,http://www.thehindu.com/news/national/11-former-mps-set-to-face-trial/article21291763.ece,11 former MPs set to face trial
International,http://www.thehindu.com/news/international/new-york-bomber-had-mocked-trump-on-fb/article21606252.ece,New York bomber had mocked Trump on FB
International,http://www.thehindu.com/news/international/us-ready-to-talk-to-north-korea/article21606805.ece,U.S. ‘ready’ to talk to North Korea
International,http://www.thehindu.com/news/international/may-faces-rebellion-from-tory-mps-over-brexit-bill/article21603361.ece,May faces rebellion from Tory MPs over Brexit Bill
National,http://www.thehindu.com/news/national/rajnath-for-protection-grid-on-eastern-frontier/article21291820.ece,Rajnath for protection grid on eastern frontier
National,http://www.thehindu.com/news/national/bengal-political-parties-condemn-killing-of-worker-in-rajasthan/article21291810.ece,Bengal political parties condemn killing of worker in Rajasthan
National,http://www.thehindu.com/news/national/ayodhya-title-dispute-sc-refuses-plea-to-defer-hearing-till-after-2019-elections/article21267595.ece,Ayodhya title dispute: SC refuses plea to defer hearing till after 2019 elections
International,http://www.thehindu.com/news/international/in-a-first-sikh-american-nominated-to-be-new-jerseys-ag/article21603693.ece,"In a first, Sikh-American nominated to be New Jersey’s AG"
National,http://www.thehindu.com/news/national/police-gun-down-alleged-cow-smuggler-in-alwar/article21291828.ece,Police gun down alleged cow smuggler in Alwar
International,http://www.thehindu.com/news/international/venezuela-president-nicolas-maduro-says-opposition-barred-from-presidential-race/article21389236.ece,Venezuela President Nicolas Maduro says opposition barred from presidential race
International,http://www.thehindu.com/news/international/at-least-39-yemenis-dead-in-saudi-led-raid-on-police-camp-in-sanaa-official/article21603922.ece,At least 39 Yemenis dead in Saudi-led raid on police camp in Sanaa: official
National,http://www.thehindu.com/news/national/batuk-gathani-dead/article21251848.ece,Batuk Gathani dead
National,http://www.thehindu.com/news/national/govt-too-clever-by-half-says-derek-obrien/article21827757.ece,"Govt. ‘too clever by half’, says Derek O’Brien"
National,http://www.thehindu.com/news/national/cyclone-ockhi-ravages-tamil-nadu-kerala-lakshadweep/article21253446.ece,"Cyclone Ockhi ravages Tamil Nadu, Kerala, Lakshadweep"
National,http://www.thehindu.com/news/national/vijay-mallya-extradition-hearing-set-to-begin/article21253856.ece,Vijay Mallya extradition hearing set to begin
National,http://www.thehindu.com/news/national/indias-first-madame-tussauds-opens-in-delhi/article21253864.ece,India's first Madame Tussauds opens in Delhi
National,http://www.thehindu.com/news/national/cyclone-ockhi-no-scheme-to-declare-it-as-national-calamity-says-alphons-kannanthanam/article21254178.ece,"Cyclone Ockhi cannot be declared a national calamity, says Alphons Kannanthanam"
National,http://www.thehindu.com/news/national/day-in-pictures-december-5-2017/article21267887.ece,"Day in pictures — December 5, 2017"
National,http://www.thehindu.com/news/national/rahul-gandhi-writes-to-pm-on-ockhi-relief/article21827749.ece,Rahul Gandhi writes to PM on Ockhi relief
National,http://www.thehindu.com/news/national/jail-fine-for-distorting-facts-in-passive-euthanasia-cases/article21827608.ece,"‘Jail, fine for distorting facts in passive euthanasia cases’"
National,http://www.thehindu.com/news/national/hiring-of-nbt-chief-editor-delayed/article21827625.ece,Hiring of NBT chief editor delayed
National,http://www.thehindu.com/news/national/report-predicts-explosion-in-ransomware-attacks-in-2018/article21254316.ece,Watch out for ransomware in 2018: report
National,http://www.thehindu.com/news/national/we-need-a-broad-alliance-d-raja/article21827761.ece,We need a broad alliance: D. Raja
National,http://www.thehindu.com/news/national/iafs-mi-8-chopper-flies-into-history/article21827710.ece,IAF’s Mi-8 chopper flies into history
National,http://www.thehindu.com/news/national/what-happened-that-december-night-in-ayodhya/article21383162.ece,What happened that December night in Ayodhya
National,http://www.thehindu.com/news/national/army-acted-fast-in-doklam-lt-gen-praveen-bakshi/article21383282.ece,Army acted fast in Doklam: Lt. Gen. Praveen Bakshi
National,http://www.thehindu.com/news/national/modis-twitter-following-grows-by-52-virat-kohlis-61/article21267093.ece,"Modi’s Twitter following grows by 52%, Virat Kohli’s 61%"
National,http://www.thehindu.com/news/national/leaders-greet-sonia-on-birthday/article21383349.ece,Leaders greet Sonia on birthday
National,http://www.thehindu.com/news/national/congress-campaign-based-on-false-promises-jaitley/article21383497.ece,Congress campaign based on false promises: Jaitley
International,http://www.thehindu.com/news/international/merkel-holds-coalition-talks/article21605408.ece,Merkel holds coalition talks
National,http://www.thehindu.com/news/national/ensure-army-is-ready-says-amarinder/article21383317.ece,"Ensure Army is ready, says Amarinder"
National,http://www.thehindu.com/news/national/when-a-teacher-waited-for-rajnath/article21383429.ece,When a teacher waited for Rajnath
National,http://www.thehindu.com/news/national/uae-to-open-new-consular-offices-in-india/article21266902.ece,UAE to open new consular offices in India
National,http://www.thehindu.com/news/national/cyclone-ockhi-aftermath/article21267004.ece,Cyclone Ockhi: Aftermath
